device_id,timestamp,downstream_curr_rate_kbps,downstream_max_rate_kbps,upstream_curr_rate_kbps,upstream_max_rate_kbps,snr_margin_down_db,snr_margin_up_db,attenuation_down_db,attenuation_up_db,crc_errors_total,health_score,root_cause
IGD_162,2026-02-24 09:21:38,7959,22388,2876,3358,18.4,21.15,25.62,29.74,120,0,NORMAL
IGD_226,2026-02-24 21:21:38,1019,12522,886,1878,5.68,8.17,28.29,28.74,2166,2,High Interference / Noise
IGD_283,2026-02-23 03:21:38,3933,16992,2033,2548,17.2,16.28,38.27,43.2,22,0,Line degradation
IGD_276,2026-02-23 15:21:38,6592,14961,2054,2244,24.77,15.85,32.83,38.63,19,0,NORMAL
IGD_172,2026-02-24 09:21:38,2464,14533,1041,2179,17.66,15.35,40.49,43.02,413,0,Configuration / Ports overload
IGD_268,2026-02-23 03:21:38,2386,16240,1262,2436,14.44,15.45,27.07,31.44,331,1,Configuration / Ports overload
IGD_125,2026-02-24 15:21:37,10378,21202,2935,3180,22.04,21.41,20.95,20.57,34,0,NORMAL
IGD_030,2026-02-23 21:21:37,2334,12098,702,1814,16.51,12.73,31.09,35.2,399,0,Configuration / Ports overload
IGD_059,2026-02-24 21:21:37,8587,18167,2429,2725,21.72,15.56,24.49,25.71,0,0,NORMAL
IGD_129,2026-02-23 03:21:37,600,12061,976,1809,5.2,2.91,39.76,45.44,1566,2,High Interference / Noise
IGD_143,2026-02-23 09:21:37,1563,9590,658,1438,19.02,13.96,42.35,43.54,133,0,Configuration / Ports overload
IGD_235,2026-02-25 03:21:38,2189,23196,1806,3479,4.59,2.67,22.74,26.96,958,2,High Interference / Noise
IGD_143,2026-02-24 09:21:37,1484,9590,533,1438,14.88,13.49,41.69,48.71,174,0,Configuration / Ports overload
IGD_226,2026-02-23 09:21:38,1165,12522,1209,1878,4.76,4.9,32.08,38.57,2187,2,High Interference / Noise
IGD_043,2026-02-24 03:21:37,2381,22668,1969,3400,4.11,3.52,19.04,24.32,790,2,High Interference / Noise
IGD_054,2026-02-23 21:21:37,6324,14813,2087,2221,25.46,15.43,33.49,35.69,7,0,NORMAL
IGD_106,2026-02-23 21:21:37,4856,13998,1842,2099,18.44,14.15,25.19,32.06,110,0,NORMAL
IGD_187,2026-02-23 21:21:38,5105,17570,2255,2635,16.89,18.5,36.13,37.91,18,0,NORMAL
IGD_251,2026-02-23 21:21:38,7758,15024,2013,2253,24.23,21.42,25.29,30.17,22,0,NORMAL
IGD_143,2026-02-24 03:21:37,1631,9590,757,1438,16.77,16.26,41.52,41.6,295,0,Configuration / Ports overload
IGD_014,2026-02-23 09:21:37,5946,14271,1996,2140,24.65,20.47,34.69,36.57,19,0,NORMAL
IGD_184,2026-02-24 15:21:38,2096,14517,930,2177,15.5,13.71,31.37,31.9,425,1,Configuration / Ports overload
IGD_183,2026-02-24 03:21:38,6569,15358,2034,2303,21.16,15.67,35.95,39.44,16,0,NORMAL
IGD_043,2026-02-23 03:21:37,2359,22668,1721,3400,4.75,2.58,18.89,23.3,3077,2,High Interference / Noise
IGD_266,2026-02-24 21:21:38,8322,18274,2394,2741,21.43,20.14,23.73,26.82,3,0,NORMAL
IGD_203,2026-02-24 21:21:38,11586,23664,3216,3549,22.44,16.3,23.85,29.75,18,0,NORMAL
IGD_299,2026-02-25 03:21:38,975,16191,1851,2428,5.61,4.25,58.15,63.31,1265,2,Line degradation
IGD_137,2026-02-24 21:21:37,4693,12709,1708,1906,19.7,14.1,28.0,30.01,45,0,NORMAL
IGD_056,2026-02-24 09:21:37,2551,8608,1142,1291,25.46,15.0,46.68,47.28,22,1,NORMAL
IGD_205,2026-02-23 15:21:38,1835,17140,1854,2571,9.54,6.02,36.99,45.82,564,1,Crosstalk / Saturation
IGD_149,2026-02-24 09:21:37,829,13247,828,1987,1.56,3.69,32.8,34.16,519,2,High Interference / Noise
IGD_268,2026-02-25 03:21:38,2357,16240,897,2436,18.18,14.25,29.17,31.62,470,1,Configuration / Ports overload
IGD_058,2026-02-22 21:21:37,2975,23043,1527,3456,7.35,2.36,12.89,18.09,881,2,High Interference / Noise
IGD_036,2026-02-23 09:21:37,9345,22985,3125,3447,16.51,15.35,23.79,27.8,4,0,NORMAL
IGD_010,2026-02-23 03:21:37,7097,21231,2058,3184,19.47,14.87,20.8,25.87,24,0,Line degradation
IGD_257,2026-02-23 09:21:38,11377,19839,2559,2975,21.04,17.84,19.06,20.07,18,0,NORMAL
IGD_254,2026-02-23 15:21:38,3077,12137,1428,1820,15.66,13.27,32.28,45.01,3,0,Line degradation
IGD_118,2026-02-22 21:21:37,1053,12831,1206,1924,4.01,3.52,24.84,32.09,1223,2,High Interference / Noise
IGD_225,2026-02-24 21:21:38,5036,17254,2423,2588,17.09,22.04,33.87,35.28,17,0,NORMAL
IGD_129,2026-02-24 03:21:37,795,12061,811,1809,5.5,1.92,38.34,42.51,2169,2,High Interference / Noise
IGD_171,2026-02-23 09:21:38,5125,16597,1861,2489,16.82,11.56,30.95,36.05,33,0,Line degradation
IGD_147,2026-02-24 21:21:37,10962,20733,2836,3109,23.45,19.34,22.6,26.67,32,0,NORMAL
IGD_191,2026-02-24 15:21:38,6234,15902,2176,2385,19.52,17.38,27.59,34.64,26,0,NORMAL
IGD_148,2026-02-24 15:21:37,5131,21380,1214,3207,20.3,13.24,19.03,25.63,361,1,Configuration / Ports overload
IGD_070,2026-02-24 15:21:37,1616,15604,1798,2340,8.45,8.99,48.57,52.64,70,1,Line degradation
IGD_251,2026-02-24 09:21:38,6225,15024,1986,2253,18.54,13.87,26.82,30.26,29,0,NORMAL
IGD_035,2026-02-24 21:21:37,2744,23511,1852,3526,7.04,5.69,21.1,23.41,955,2,High Interference / Noise
IGD_165,2026-02-23 21:21:38,5727,23001,1479,3450,16.23,20.29,22.71,19.72,211,0,Configuration / Ports overload
IGD_235,2026-02-24 09:21:38,2264,23196,1533,3479,5.28,5.13,21.92,28.94,1981,2,High Interference / Noise
IGD_244,2026-02-23 03:21:38,12146,23265,3294,3489,20.67,16.73,19.19,19.33,46,0,NORMAL
IGD_217,2026-02-24 21:21:38,4576,23344,1720,3501,18.99,11.85,21.75,24.39,481,1,Configuration / Ports overload
IGD_114,2026-02-24 15:21:37,1688,15491,1415,2323,8.99,5.73,45.76,51.16,661,1,Line degradation
IGD_180,2026-02-24 15:21:38,5126,13052,1694,1957,18.65,21.4,30.56,32.75,21,0,NORMAL
IGD_155,2026-02-23 21:21:37,3728,12219,1713,1832,17.48,14.81,36.1,35.6,36,0,NORMAL
IGD_284,2026-02-24 09:21:38,575,9427,626,1414,7.51,4.08,42.14,48.26,1064,2,High Interference / Noise
IGD_283,2026-02-22 21:21:38,5439,16992,1801,2548,21.65,17.09,33.34,40.0,44,0,Line degradation
IGD_134,2026-02-25 03:21:37,409,8904,589,1335,3.92,2.41,42.57,49.36,1922,2,High Interference / Noise
IGD_250,2026-02-22 21:21:38,3662,12127,1274,1819,19.18,18.52,33.49,38.48,95,0,Line degradation
IGD_046,2026-02-23 15:21:37,10176,20277,2671,3041,20.15,17.37,19.39,17.83,20,0,NORMAL
IGD_092,2026-02-23 15:21:37,1579,16631,1393,2494,6.57,4.33,40.79,48.08,554,2,High Interference / Noise
IGD_120,2026-02-25 03:21:37,1010,13381,1522,2007,5.78,4.9,48.67,53.98,1479,1,Line degradation
IGD_128,2026-02-23 21:21:37,3942,21728,1789,3259,12.3,12.03,20.94,24.89,238,0,Configuration / Ports overload
IGD_187,2026-02-24 09:21:38,6004,17570,2320,2635,20.41,21.15,35.44,40.62,16,0,NORMAL
IGD_004,2026-02-24 15:21:37,2300,13013,1325,1951,10.98,7.09,28.13,37.79,79,0,Crosstalk / Saturation
IGD_098,2026-02-23 21:21:37,2857,16014,1195,2402,19.25,14.88,28.95,36.28,283,1,Configuration / Ports overload
IGD_278,2026-02-22 21:21:38,4315,17080,2182,2562,14.79,18.59,40.07,42.13,85,0,NORMAL
IGD_099,2026-02-23 15:21:37,9766,21082,2795,3162,24.27,21.7,26.92,27.83,41,0,NORMAL
IGD_181,2026-02-24 03:21:38,4511,22025,1371,3303,20.67,10.52,23.36,25.4,254,1,Configuration / Ports overload
IGD_197,2026-02-23 03:21:38,1827,19907,1475,2986,4.86,2.41,21.53,26.57,1726,2,High Interference / Noise
IGD_142,2026-02-24 21:21:37,993,10997,1044,1649,8.01,4.78,46.49,47.83,1011,1,Crosstalk / Saturation
IGD_129,2026-02-23 21:21:37,800,12061,1049,1809,7.48,3.49,42.87,47.32,1012,2,High Interference / Noise
IGD_004,2026-02-25 03:21:37,1788,13013,1301,1951,8.85,7.43,28.38,33.76,157,1,Crosstalk / Saturation
IGD_255,2026-02-22 21:21:38,8306,17695,2325,2654,19.88,22.59,23.42,25.58,71,0,NORMAL
IGD_017,2026-02-25 03:21:37,1222,14215,1412,2132,6.4,4.38,47.62,47.52,579,1,Line degradation
IGD_136,2026-02-24 03:21:37,3383,13731,876,2059,16.92,18.38,27.37,30.9,414,0,Configuration / Ports overload
IGD_074,2026-02-24 15:21:37,1582,15759,1528,2363,9.27,8.16,50.33,52.73,268,1,Line degradation
IGD_160,2026-02-22 21:21:38,2420,21145,1765,3171,5.05,4.27,24.22,28.14,1099,2,High Interference / Noise
IGD_270,2026-02-25 03:21:38,13877,23670,3116,3550,21.1,19.15,12.21,16.6,15,0,NORMAL
IGD_190,2026-02-24 15:21:38,11257,22453,3079,3367,21.85,17.42,17.02,20.53,62,0,NORMAL
IGD_064,2026-02-23 21:21:37,2249,20568,1891,3085,5.75,1.72,15.77,20.75,1257,2,High Interference / Noise
IGD_265,2026-02-24 15:21:38,2942,8073,1047,1210,21.32,14.58,39.49,47.02,45,0,NORMAL
IGD_192,2026-02-24 21:21:38,1519,13467,1262,2020,7.89,9.42,36.2,39.13,416,1,Crosstalk / Saturation
IGD_130,2026-02-22 21:21:37,4925,14398,1961,2159,19.81,16.91,35.51,38.8,17,0,NORMAL
IGD_139,2026-02-22 21:21:37,3042,10720,1180,1608,18.79,15.28,39.86,44.27,11,0,Line degradation
IGD_058,2026-02-25 03:21:37,2295,23043,1776,3456,2.97,3.83,18.27,23.51,1195,2,High Interference / Noise
IGD_033,2026-02-24 21:21:37,596,11171,1100,1675,7.22,6.57,59.62,65.99,1452,2,Line degradation
IGD_165,2026-02-23 09:21:38,3588,23001,1510,3450,16.52,11.6,26.88,28.05,147,1,Configuration / Ports overload
IGD_090,2026-02-23 09:21:37,1772,20228,1561,3034,5.94,5.87,20.55,28.7,1094,2,High Interference / Noise
IGD_185,2026-02-25 03:21:38,5354,16041,2269,2406,16.5,14.61,31.14,30.27,113,0,NORMAL
IGD_079,2026-02-22 21:21:37,4024,14237,1462,2135,18.6,17.33,37.79,46.44,17,0,Line degradation
IGD_016,2026-02-25 03:21:37,3170,9134,1207,1370,26.56,13.92,42.42,42.86,11,0,NORMAL
IGD_155,2026-02-24 03:21:37,3942,12219,1721,1832,18.81,19.78,35.34,34.16,17,0,NORMAL
IGD_194,2026-02-23 15:21:38,722,11299,944,1694,7.02,3.29,38.72,43.38,495,2,High Interference / Noise
IGD_298,2026-02-24 21:21:38,10265,23028,3113,3454,19.84,14.74,18.55,18.9,21,0,NORMAL
IGD_007,2026-02-23 03:21:37,2818,18217,1847,2732,8.97,10.42,26.18,41.24,392,1,Crosstalk / Saturation
IGD_085,2026-02-25 03:21:37,5464,17681,2398,2652,19.66,16.65,35.65,37.15,60,0,NORMAL
IGD_213,2026-02-25 03:21:38,3847,20729,2031,3109,9.39,9.52,21.83,25.78,447,0,Crosstalk / Saturation
IGD_290,2026-02-23 09:21:38,7948,21831,2821,3274,15.72,20.87,20.83,23.91,81,0,NORMAL
IGD_105,2026-02-23 15:21:37,6075,14249,1994,2137,24.22,19.71,37.2,41.6,7,0,NORMAL
IGD_250,2026-02-24 09:21:38,1500,12127,1104,1819,11.24,9.64,48.06,52.5,163,1,Line degradation
IGD_227,2026-02-22 21:21:38,3584,11855,1590,1778,19.39,12.66,37.46,41.25,43,0,NORMAL
IGD_213,2026-02-23 03:21:38,3282,20729,1957,3109,7.88,8.06,24.91,32.81,750,1,Crosstalk / Saturation
IGD_108,2026-02-22 21:21:37,9793,20685,2696,3102,19.09,18.15,29.45,27.52,37,0,NORMAL
IGD_006,2026-02-23 15:21:37,8356,21533,2900,3229,16.79,18.92,26.58,29.44,63,0,NORMAL
IGD_026,2026-02-24 21:21:37,3483,10758,1441,1613,21.49,12.56,38.55,42.69,48,0,NORMAL
IGD_051,2026-02-24 03:21:37,1756,14610,1473,2191,12.5,10.69,48.83,52.93,143,1,Line degradation
IGD_076,2026-02-23 09:21:37,3426,18137,2078,2720,10.5,9.42,30.13,35.07,163,0,Crosstalk / Saturation
IGD_198,2026-02-24 21:21:38,3151,12008,1545,1801,16.46,17.7,40.39,41.63,14,0,NORMAL
IGD_295,2026-02-24 15:21:38,4297,12989,1711,1948,16.5,21.6,27.13,29.23,33,0,NORMAL
IGD_242,2026-02-22 21:21:38,4944,12946,1513,1941,20.42,19.32,26.84,35.87,19,0,Line degradation
IGD_152,2026-02-24 15:21:37,2336,20272,1327,3040,7.63,3.43,13.8,19.65,409,2,High Interference / Noise
IGD_300,2026-02-24 15:21:38,6267,13284,1849,1992,24.38,15.52,26.12,29.66,65,0,NORMAL
IGD_228,2026-02-23 15:21:38,4926,16956,2190,2543,19.33,19.58,40.37,39.43,59,0,NORMAL
IGD_139,2026-02-25 03:21:37,491,10720,1261,1608,6.51,4.34,59.87,68.37,1524,2,Line degradation
IGD_127,2026-02-24 09:21:37,3542,21069,2169,3160,10.57,7.51,33.68,39.87,161,0,Line degradation
IGD_247,2026-02-24 09:21:38,8410,19884,2739,2982,16.78,17.2,19.14,18.69,118,0,NORMAL
IGD_172,2026-02-23 03:21:38,2655,14533,784,2179,20.01,15.9,43.66,43.83,294,0,Configuration / Ports overload
IGD_078,2026-02-23 03:21:37,5861,15905,2049,2385,23.63,17.96,43.6,42.3,18,0,NORMAL
IGD_281,2026-02-23 09:21:38,2540,13204,855,1980,20.95,19.24,37.69,41.49,372,0,Configuration / Ports overload
IGD_181,2026-02-24 15:21:38,3766,22025,1735,3303,13.29,13.13,24.3,30.41,215,1,Configuration / Ports overload
IGD_269,2026-02-24 03:21:38,1203,10663,1142,1599,12.88,9.69,49.76,56.44,84,1,Line degradation
IGD_109,2026-02-24 03:21:37,1468,17544,1694,2631,6.58,4.52,33.96,36.12,1251,2,High Interference / Noise
IGD_226,2026-02-24 15:21:38,1422,12522,1014,1878,6.52,3.45,28.1,33.81,1288,2,High Interference / Noise
IGD_154,2026-02-23 09:21:37,4583,13888,1784,2083,18.27,21.1,36.83,38.05,83,0,NORMAL
IGD_133,2026-02-24 03:21:37,2026,15935,1462,2390,11.77,8.96,46.51,52.66,88,1,Line degradation
IGD_212,2026-02-25 03:21:38,2473,9413,1205,1411,16.59,22.24,43.11,46.61,99,0,NORMAL
IGD_182,2026-02-23 09:21:38,10401,20800,2917,3120,22.99,14.38,22.52,26.31,25,0,NORMAL
IGD_172,2026-02-23 21:21:38,2418,14533,777,2179,18.08,15.37,41.87,41.33,321,0,Configuration / Ports overload
IGD_204,2026-02-23 21:21:38,9305,21896,2808,3284,19.17,15.75,21.57,26.41,10,0,NORMAL
IGD_243,2026-02-23 15:21:38,2110,12148,760,1822,17.72,14.17,36.48,40.25,510,0,Configuration / Ports overload
IGD_244,2026-02-23 21:21:38,10611,23265,3165,3489,18.44,20.0,16.53,22.66,64,0,NORMAL
IGD_169,2026-02-23 03:21:38,1428,18319,1587,2747,4.63,4.82,26.64,31.46,1498,2,High Interference / Noise
IGD_223,2026-02-24 15:21:38,1538,17065,1591,2559,8.63,9.39,50.54,51.85,310,1,Line degradation
IGD_117,2026-02-23 15:21:37,5414,20275,1900,3041,15.0,12.37,24.89,30.73,99,0,Line degradation
IGD_097,2026-02-23 15:21:37,1474,12891,935,1933,14.51,12.54,34.27,39.93,468,1,Configuration / Ports overload
IGD_291,2026-02-23 09:21:38,7889,18422,2577,2763,17.71,20.2,17.75,24.91,22,0,NORMAL
IGD_167,2026-02-23 09:21:38,914,13566,1237,2034,5.63,3.07,36.16,43.66,1740,2,High Interference / Noise
IGD_040,2026-02-24 21:21:37,1128,12569,792,1885,4.85,4.91,33.31,33.94,1299,2,High Interference / Noise
IGD_059,2026-02-23 21:21:37,8779,18167,2369,2725,21.65,16.88,21.06,25.59,13,0,NORMAL
IGD_095,2026-02-24 21:21:37,1356,12624,1105,1893,5.2,4.72,27.95,34.27,1347,2,High Interference / Noise
IGD_071,2026-02-23 21:21:37,3023,9540,1254,1431,23.28,16.24,45.96,47.48,15,0,NORMAL
IGD_044,2026-02-23 03:21:37,2678,13601,1106,2040,17.26,14.81,28.05,31.98,259,0,Configuration / Ports overload
IGD_030,2026-02-23 09:21:37,2010,12098,780,1814,19.86,11.91,33.06,39.83,241,1,Configuration / Ports overload
IGD_015,2026-02-24 03:21:37,4318,19019,2215,2852,14.04,12.27,30.29,38.04,38,0,Line degradation
IGD_033,2026-02-23 15:21:37,1759,11171,1247,1675,15.92,13.55,48.27,52.43,59,1,Line degradation
IGD_211,2026-02-24 21:21:38,559,11354,1093,1703,6.21,7.32,63.72,68.65,535,2,Line degradation
IGD_117,2026-02-24 03:21:37,4504,20275,2318,3041,13.61,10.57,28.66,40.31,129,0,Line degradation
IGD_146,2026-02-23 09:21:37,4030,12049,1581,1807,16.22,17.33,28.94,32.18,29,0,NORMAL
IGD_001,2026-02-23 09:21:37,1607,12508,671,1876,15.95,16.02,41.36,45.43,154,1,Configuration / Ports overload
IGD_058,2026-02-24 09:21:37,3643,23043,1922,3456,9.71,4.64,14.16,21.9,494,2,High Interference / Noise
IGD_266,2026-02-24 15:21:38,7099,18274,2370,2741,17.86,15.16,23.36,28.0,25,0,NORMAL
IGD_034,2026-02-25 03:21:37,1051,12501,962,1875,8.52,2.33,37.82,40.88,2059,2,High Interference / Noise
IGD_254,2026-02-25 03:21:38,814,12137,1211,1820,5.91,5.08,49.6,55.11,892,1,Line degradation
IGD_294,2026-02-24 03:21:38,1429,20559,1488,3083,3.96,1.6,18.99,19.02,2985,2,High Interference / Noise
IGD_093,2026-02-24 03:21:37,11044,19282,2709,2892,20.84,15.08,16.17,20.37,69,0,NORMAL
IGD_027,2026-02-24 03:21:37,4066,21085,2060,3162,11.75,9.79,32.0,35.45,93,0,Line degradation
IGD_038,2026-02-24 09:21:37,12726,23555,3241,3533,24.46,19.93,12.92,17.96,30,0,NORMAL
IGD_203,2026-02-23 09:21:38,8831,23664,3307,3549,17.89,18.64,25.77,27.64,46,0,NORMAL
IGD_147,2026-02-23 15:21:37,9553,20733,2932,3109,18.97,15.14,22.93,23.57,37,0,NORMAL
IGD_028,2026-02-23 03:21:37,2471,10949,1175,1642,15.78,15.61,43.71,56.33,77,0,Line degradation
IGD_070,2026-02-24 09:21:37,1711,15604,1717,2340,9.86,10.55,46.21,50.89,191,1,Line degradation
IGD_298,2026-02-23 15:21:38,10973,23028,2999,3454,21.6,15.66,24.1,28.09,22,0,NORMAL
IGD_025,2026-02-23 21:21:37,1011,14003,1571,2100,3.58,6.46,36.45,46.31,911,2,Crosstalk / Saturation
IGD_282,2026-02-23 15:21:38,2929,11527,1607,1729,17.19,19.74,42.09,43.01,1,0,NORMAL
IGD_048,2026-02-24 09:21:37,8510,19326,2531,2898,17.98,20.15,18.18,20.06,1,0,NORMAL
IGD_279,2026-02-24 03:21:38,1280,13955,1319,2093,7.0,6.1,36.62,40.26,400,2,High Interference / Noise
IGD_285,2026-02-23 15:21:38,3520,19318,2057,2897,14.23,8.24,28.85,34.43,91,0,Crosstalk / Saturation
IGD_230,2026-02-24 21:21:38,8277,21803,2867,3270,17.85,21.92,20.28,22.36,10,0,NORMAL
IGD_245,2026-02-24 21:21:38,2321,20128,2358,3019,6.3,6.42,42.76,46.79,758,1,Line degradation
IGD_279,2026-02-23 15:21:38,1489,13955,1001,2093,6.03,5.71,33.31,41.45,720,2,High Interference / Noise
IGD_296,2026-02-23 15:21:38,5696,20502,1936,3075,17.84,14.58,26.13,31.3,16,0,Line degradation
IGD_299,2026-02-23 09:21:38,3638,16191,1764,2428,17.48,15.56,41.46,48.56,60,0,Line degradation
IGD_216,2026-02-25 03:21:38,6094,12236,1728,1835,24.65,22.12,29.32,33.49,43,0,NORMAL
IGD_026,2026-02-22 21:21:37,2834,10758,1420,1613,19.7,17.57,42.34,41.1,40,0,NORMAL
IGD_042,2026-02-23 15:21:37,4539,12971,1725,1945,19.88,21.52,37.25,35.58,6,0,NORMAL
IGD_055,2026-02-24 03:21:37,2480,20690,1828,3103,4.41,1.78,10.71,19.16,913,2,High Interference / Noise
IGD_120,2026-02-23 15:21:37,3079,13381,1603,2007,15.94,12.11,36.26,38.52,57,0,Line degradation
IGD_074,2026-02-24 21:21:37,1158,15759,1680,2363,8.77,7.01,53.31,56.89,1027,1,Line degradation
IGD_032,2026-02-22 21:21:37,1477,9863,642,1479,17.1,13.46,44.84,42.9,166,0,Configuration / Ports overload
IGD_198,2026-02-25 03:21:38,3713,12008,1698,1801,22.23,22.24,41.04,46.93,38,0,NORMAL
IGD_090,2026-02-23 15:21:37,1757,20228,1474,3034,4.73,3.36,22.37,24.04,2390,2,High Interference / Noise
IGD_114,2026-02-23 03:21:37,4221,15491,1849,2323,19.06,17.11,33.74,40.89,15,0,Line degradation
IGD_145,2026-02-25 03:21:37,11220,23721,3277,3558,24.16,20.54,24.85,25.13,0,0,NORMAL
IGD_291,2026-02-24 15:21:38,9513,18422,2428,2763,20.78,20.47,20.66,22.61,21,0,NORMAL
IGD_002,2026-02-24 03:21:37,2617,15893,1764,2383,12.55,10.18,46.01,48.04,53,0,Line degradation
IGD_196,2026-02-22 21:21:38,11664,20982,2739,3147,25.45,13.66,19.23,23.92,38,0,NORMAL
IGD_073,2026-02-23 03:21:37,3421,9838,1335,1475,23.98,15.68,42.8,46.32,0,0,NORMAL
IGD_143,2026-02-22 21:21:37,1466,9590,703,1438,20.02,13.66,40.82,42.07,177,0,Configuration / Ports overload
IGD_264,2026-02-23 15:21:38,4424,19622,2181,2943,18.45,13.21,33.21,41.29,18,0,Line degradation
IGD_099,2026-02-23 03:21:37,7792,21082,2893,3162,16.54,19.22,28.02,29.27,35,0,NORMAL
IGD_188,2026-02-23 21:21:38,2815,16254,1488,2438,14.21,12.02,40.95,48.38,48,0,Line degradation
IGD_154,2026-02-25 03:21:37,4653,13888,1879,2083,16.08,17.59,33.23,37.69,100,0,NORMAL
IGD_254,2026-02-22 21:21:38,4063,12137,1441,1820,19.48,17.72,29.13,32.11,45,0,Line degradation
IGD_156,2026-02-22 21:21:37,5420,16241,1593,2436,19.76,15.69,30.45,29.93,25,0,Line degradation
IGD_243,2026-02-23 09:21:38,2299,12148,669,1822,18.94,17.53,40.18,38.11,192,0,Configuration / Ports overload
IGD_037,2026-02-23 15:21:37,6031,16382,2171,2457,18.55,15.86,32.33,37.73,0,0,NORMAL
IGD_277,2026-02-24 21:21:38,2639,10254,1458,1538,19.63,20.66,45.37,47.53,21,1,NORMAL
IGD_019,2026-02-23 09:21:37,9576,18241,2568,2736,23.72,16.65,23.7,22.23,38,0,NORMAL
IGD_099,2026-02-24 03:21:37,8025,21082,2931,3162,19.16,14.07,26.76,28.01,63,0,NORMAL
IGD_200,2026-02-22 21:21:38,4605,14950,1631,2242,20.28,17.46,34.46,37.64,57,0,Line degradation
IGD_120,2026-02-23 21:21:37,2651,13381,1348,2007,16.39,10.91,38.16,48.65,47,0,Line degradation
IGD_177,2026-02-25 03:21:38,5270,14382,2019,2157,19.1,19.55,31.46,32.47,60,0,NORMAL
IGD_168,2026-02-24 03:21:38,3366,15213,1132,2281,17.38,14.2,21.26,27.81,133,0,Configuration / Ports overload
IGD_113,2026-02-23 03:21:37,9408,21398,2819,3209,17.81,21.22,14.68,19.13,17,0,NORMAL
IGD_019,2026-02-24 15:21:37,7403,18241,2382,2736,16.12,19.87,20.97,25.31,38,0,NORMAL
IGD_062,2026-02-25 03:21:37,5167,16078,2263,2411,16.41,15.91,30.29,33.02,24,0,NORMAL
IGD_162,2026-02-23 09:21:38,11136,22388,2958,3358,24.46,15.94,24.71,29.53,19,0,NORMAL
IGD_118,2026-02-24 03:21:37,1781,12831,1156,1924,6.93,4.11,29.86,32.56,1080,2,High Interference / Noise
IGD_119,2026-02-23 09:21:37,5160,13760,1906,2064,24.15,13.42,41.83,41.56,24,0,NORMAL
IGD_239,2026-02-23 21:21:38,3030,8933,1268,1339,21.84,16.27,37.43,45.41,44,0,NORMAL
IGD_272,2026-02-24 03:21:38,5217,13812,1935,2071,22.51,17.54,37.82,38.33,118,0,NORMAL
IGD_062,2026-02-23 21:21:37,6354,16078,2084,2411,19.98,14.11,26.27,27.11,43,0,NORMAL
IGD_152,2026-02-23 15:21:37,2907,20272,1785,3040,8.29,2.34,11.57,21.17,717,2,High Interference / Noise
IGD_147,2026-02-24 09:21:37,11124,20733,2897,3109,22.95,21.37,20.16,23.06,62,0,NORMAL
IGD_041,2026-02-23 03:21:37,4794,12520,1601,1878,21.92,19.85,37.05,35.95,46,0,NORMAL
IGD_100,2026-02-23 21:21:37,11943,23565,3162,3534,22.7,15.16,19.53,20.4,13,0,NORMAL
IGD_094,2026-02-23 21:21:37,12396,23781,3043,3567,20.52,21.94,13.36,16.14,56,0,NORMAL
IGD_038,2026-02-23 03:21:37,9624,23555,3108,3533,15.94,20.09,15.38,17.76,46,0,NORMAL
IGD_193,2026-02-23 09:21:38,5097,16534,2233,2480,16.04,15.98,29.02,30.29,6,0,NORMAL
IGD_231,2026-02-24 09:21:38,8639,18780,2592,2817,22.1,14.42,18.86,23.66,36,0,NORMAL
IGD_060,2026-02-23 15:21:37,4625,13531,1806,2029,15.57,17.5,30.32,30.96,58,0,NORMAL
IGD_192,2026-02-22 21:21:38,1472,13467,1263,2020,8.07,7.38,37.54,40.9,948,1,Crosstalk / Saturation
IGD_073,2026-02-24 09:21:37,2866,9838,1279,1475,19.27,15.37,38.74,44.31,24,0,NORMAL
IGD_083,2026-02-24 09:21:37,2188,12656,793,1898,18.31,12.82,37.08,38.68,134,0,Configuration / Ports overload
IGD_168,2026-02-23 21:21:38,2689,15213,1027,2281,15.17,13.02,26.53,31.35,179,0,Configuration / Ports overload
IGD_069,2026-02-24 15:21:37,9555,23762,3045,3564,19.7,18.82,22.23,19.63,29,0,NORMAL
IGD_222,2026-02-24 03:21:38,1359,9946,1093,1491,10.48,7.59,45.98,50.22,127,0,Crosstalk / Saturation
IGD_014,2026-02-24 09:21:37,4423,14271,1883,2140,19.99,21.1,33.45,38.03,56,0,NORMAL
IGD_277,2026-02-23 21:21:38,2879,10254,1438,1538,22.24,13.88,45.84,48.37,124,1,NORMAL
IGD_063,2026-02-24 21:21:37,2228,15768,1643,2365,10.96,5.28,35.58,46.47,553,0,Crosstalk / Saturation
IGD_034,2026-02-23 21:21:37,1489,12501,774,1875,9.25,4.75,25.78,37.51,1070,2,High Interference / Noise
IGD_040,2026-02-22 21:21:37,1137,12569,881,1885,6.61,5.37,29.29,32.86,419,2,High Interference / Noise
IGD_231,2026-02-25 03:21:38,8540,18780,2413,2817,19.12,20.92,22.17,21.84,52,0,NORMAL
IGD_111,2026-02-25 03:21:37,345,9601,1000,1440,4.64,6.47,69.02,76.38,1665,2,Line degradation
IGD_174,2026-02-24 15:21:38,6719,15236,2012,2285,25.96,16.52,29.97,32.08,44,0,NORMAL
IGD_270,2026-02-24 21:21:38,10612,23670,3343,3550,18.64,17.41,20.66,18.24,38,0,NORMAL
IGD_072,2026-02-22 21:21:37,2456,8897,803,1334,19.21,15.86,39.18,46.66,8,0,Line degradation
