device_id,rx_T1,rx_T2,rx_T3,rx_T4,rx_T5,rx_T6,rx_T7,rx_T8,rx_T9,rx_T10,timestamp_T1,timestamp_T2,timestamp_T3,timestamp_T4,timestamp_T5,timestamp_T6,timestamp_T7,timestamp_T8,timestamp_T9,timestamp_T10,health_score,root_cause,vendor,slope,rx_mean,rx_std,rx_min,rx_max,rx_last,rx_first,ci_lower,ci_upper,rx_threshold,jours_avant_seuil,niveau_risque
NOKIA_BOX_007,-16.15,-18.35,-14.73,-18.09,-10.13,-11.07,-18.87,-13.72,-15.85,-15.19,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,0,NORMAL,NOKIA,0.10666666666666656,-15.215,2.9484355550396932,-18.87,-10.13,-15.19,-16.15,-20.968933687877797,-9.411066312122202,-28.0,,stable
NOKIA_BOX_008,-16.02,-11.71,-19.38,-14.29,-17.32,-13.33,-16.67,-17.37,-20.19,-13.95,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,0,NORMAL,NOKIA,0.23000000000000004,-16.023,2.701921332846108,-20.19,-11.71,-13.95,-16.02,-19.245765812378373,-8.654234187621627,-28.0,,stable
NOKIA_BOX_009,-18.98,-20.31,-21.55,-21.1,-23.68,-23.24,-23.76,-25.21,-26.38,-28.01,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,1,MACROBEND_OR_CONNECTOR,NOKIA,-1.0033333333333334,-23.222,2.8111357926013545,-28.01,-18.98,-28.01,-18.98,-33.519826153498656,-22.500173846501347,-28.0,-0.01,critique
NOKIA_BOX_010,-29.84,-28.1,-29.71,-27.69,-27.59,-28.36,-29.58,-28.08,-26.91,-27.78,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,2,SEVERE_SIGNAL_LOSS,NOKIA,0.22888888888888875,-28.363999999999997,1.0070771789909867,-29.84,-26.91,-27.78,-29.84,-29.753871270822334,-25.80612872917767,-28.0,,stable
NOKIA_BOX_011,-28.01,-27.99,-28.18,-30.23,-26.8,-28.91,-29.41,-26.92,-28.93,-30.12,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,2,SEVERE_SIGNAL_LOSS,NOKIA,-0.23444444444444437,-28.55,1.190816713203356,-30.23,-26.8,-30.12,-28.01,-32.45400075787858,-27.785999242121424,-28.0,-9.04,critique
NOKIA_BOX_012,-16.66,-19.49,-11.48,-19.08,-13.91,-9.43,-20.64,-16.43,-14.77,-20.35,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,0,NORMAL,NOKIA,-0.41000000000000014,-16.223999999999997,3.8255521024930363,-20.64,-9.43,-20.35,-16.66,-27.848082120886353,-12.85191787911365,-28.0,18.66,modere
NOKIA_BOX_013,-25.67,-15.99,-17.9,-25.22,-18.2,-18.88,-26.37,-17.65,-18.66,-25.77,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,1,MACROBEND_OR_CONNECTOR,NOKIA,-0.011111111111110874,-21.031,4.149164440650136,-26.37,-15.99,-25.77,-25.67,-33.902362303674266,-17.637637696325733,-28.0,200.7,faible
NOKIA_BOX_014,-24.74,-25.88,-22.49,-22.05,-22.48,-24.55,-26.08,-25.26,-23.1,-23.26,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,1,MACROBEND_OR_CONNECTOR,NOKIA,0.1644444444444441,-23.988999999999997,1.4924956728022134,-26.08,-22.05,-23.26,-24.74,-26.18529151869234,-20.334708481307665,-28.0,,stable
NOKIA_BOX_015,-11.7,-14.13,-16.08,-16.64,-17.93,-14.86,-17.51,-10.44,-10.34,-15.29,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,0,NORMAL,NOKIA,-0.39888888888888885,-14.491999999999999,2.797224020743105,-17.93,-10.34,-15.29,-11.7,-20.772559080656485,-9.807440919343513,-28.0,31.86,faible
NOKIA_BOX_016,-19.52,-19.86,-20.55,-21.52,-21.09,-23.25,-23.99,-24.31,-26.64,-26.58,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,1,MACROBEND_OR_CONNECTOR,NOKIA,-0.7844444444444443,-22.731,2.622807867746151,-26.64,-19.52,-26.58,-19.52,-31.720703420782453,-21.439296579217544,-28.0,1.81,critique
NOKIA_BOX_017,-18.88,-20.87,-20.59,-21.17,-22.4,-24.5,-24.53,-25.43,-26.44,-26.61,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,1,MACROBEND_OR_CONNECTOR,NOKIA,-0.8588888888888889,-23.142000000000003,2.7118702033836355,-26.61,-18.88,-26.61,-18.88,-31.925265598631924,-21.294734401368075,-28.0,1.62,critique
NOKIA_BOX_018,-21.93,-25.54,-23.15,-21.62,-23.06,-24.15,-22.73,-22.61,-22.47,-24.4,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,1,MACROBEND_OR_CONNECTOR,NOKIA,-0.2744444444444443,-23.166000000000004,1.2036906210115246,-25.54,-21.62,-24.4,-21.93,-26.759233617182588,-22.04076638281741,-28.0,13.12,modere
NOKIA_BOX_019,-23.44,-26.05,-23.67,-22.68,-26.09,-23.18,-23.42,-25.3,-24.4,-23.5,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,1,MACROBEND_OR_CONNECTOR,NOKIA,-0.006666666666666525,-24.173000000000005,1.226784867493527,-26.09,-22.68,-23.5,-23.44,-25.90449834028731,-21.09550165971269,-28.0,675.0,faible
NOKIA_BOX_020,-22.45,-24.9,-23.39,-22.53,-22.51,-25.47,-22.4,-26.2,-24.94,-23.37,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,1,MACROBEND_OR_CONNECTOR,NOKIA,-0.10222222222222241,-23.816,1.4324974306744456,-26.2,-22.4,-23.37,-22.45,-26.177694964121915,-20.562305035878087,-28.0,45.29,faible
NOKIA_BOX_021,-21.29,-22.03,-24.63,-24.58,-25.41,-26.26,-26.03,-22.24,-24.53,-23.6,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,1,MACROBEND_OR_CONNECTOR,NOKIA,-0.25666666666666693,-24.06,1.721672313640304,-26.26,-21.29,-23.6,-21.29,-26.974477734734997,-20.225522265265006,-28.0,17.14,modere
NOKIA_BOX_022,-23.52,-25.22,-22.9,-21.87,-21.59,-21.44,-22.61,-24.51,-21.39,-25.3,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,1,MACROBEND_OR_CONNECTOR,NOKIA,-0.1977777777777779,-23.034999999999997,1.5351239544595594,-25.3,-21.39,-25.3,-23.52,-28.308842950740736,-22.291157049259265,-28.0,13.65,modere
NOKIA_BOX_023,-19.02,-19.36,-20.34,-21.82,-22.06,-23.52,-24.37,-25.51,-26.29,-26.35,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,1,MACROBEND_OR_CONNECTOR,NOKIA,-0.8144444444444446,-22.863999999999997,2.76386685641693,-26.35,-19.02,-26.35,-19.02,-31.767179038577183,-20.93282096142282,-28.0,2.03,eleve
NOKIA_BOX_024,-20.1,-20.62,-20.97,-20.95,-22.97,-22.82,-24.17,-25.14,-26.98,-26.98,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,1,MACROBEND_OR_CONNECTOR,NOKIA,-0.7644444444444444,-23.169999999999998,2.5770655146244668,-26.98,-20.1,-26.98,-20.1,-32.031048408663956,-21.928951591336045,-28.0,1.33,critique
NOKIA_BOX_025,-23.3,-26.51,-24.5,-22.06,-22.33,-22.27,-26.14,-26.43,-24.41,-26.45,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,1,MACROBEND_OR_CONNECTOR,NOKIA,-0.34999999999999987,-24.44,1.8650171283097887,-26.51,-22.06,-26.45,-23.3,-30.105433571487186,-22.794566428512812,-28.0,4.43,eleve
NOKIA_BOX_026,-24.67,-25.88,-24.63,-24.23,-22.11,-24.36,-24.84,-24.74,-24.24,-22.53,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,1,MACROBEND_OR_CONNECTOR,NOKIA,0.23777777777777784,-24.223000000000003,1.111016051489206,-25.88,-22.11,-22.53,-24.67,-24.707591460918845,-20.352408539081157,-28.0,,stable
NOKIA_BOX_027,-25.96,-14.54,-18.67,-24.45,-20.4,-17.77,-24.43,-20.17,-13.71,-27.07,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,1,MACROBEND_OR_CONNECTOR,NOKIA,-0.12333333333333327,-20.717,4.667849969025712,-27.07,-13.71,-27.07,-25.96,-36.21898593929039,-17.921014060709606,-28.0,7.54,modere
NOKIA_BOX_028,-23.03,-22.82,-22.37,-22.2,-22.69,-23.29,-25.44,-24.91,-24.48,-25.25,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,1,MACROBEND_OR_CONNECTOR,NOKIA,-0.24666666666666653,-23.648,1.243023196351004,-25.44,-22.2,-25.25,-23.03,-27.686325464847968,-22.813674535152032,-28.0,11.15,modere
NOKIA_BOX_029,-25.69,-24.19,-21.73,-23.97,-24.6,-24.69,-25.11,-24.74,-26.37,-23.09,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,1,MACROBEND_OR_CONNECTOR,NOKIA,0.28888888888888903,-24.418000000000003,1.3063758179703797,-26.37,-21.73,-23.09,-25.69,-25.650496603221946,-20.529503396778054,-28.0,,stable
NOKIA_BOX_030,-18.24,-19.19,-20.96,-22.58,-22.2,-24.06,-23.88,-25.16,-26.39,-26.96,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,1,MACROBEND_OR_CONNECTOR,NOKIA,-0.9688888888888891,-22.962000000000003,2.903533479515376,-26.96,-18.24,-26.96,-18.24,-32.65092561985014,-21.269074380149863,-28.0,1.07,critique
NOKIA_BOX_031,-24.15,-22.73,-22.49,-24.1,-25.02,-25.28,-24.51,-22.55,-22.31,-23.57,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,1,MACROBEND_OR_CONNECTOR,NOKIA,0.06444444444444425,-23.671,1.10179096626054,-25.28,-22.31,-23.57,-24.15,-25.72951029387066,-21.41048970612934,-28.0,,stable
NOKIA_BOX_032,-28.77,-30.08,-29.13,-28.53,-28.57,-27.66,-29.17,-28.56,-27.02,-28.28,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,2,SEVERE_SIGNAL_LOSS,NOKIA,0.05444444444444427,-28.576999999999998,0.8372979026474253,-30.08,-27.02,-28.28,-28.77,-29.921103889188956,-26.638896110811046,-28.0,,stable
NOKIA_BOX_033,-23.57,-23.17,-26.58,-23.96,-22.73,-26.27,-22.77,-23.98,-23.46,-25.1,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,1,MACROBEND_OR_CONNECTOR,NOKIA,-0.17000000000000012,-24.159,1.37677925286195,-26.58,-22.73,-25.1,-23.57,-27.798487335609423,-22.40151266439058,-28.0,17.06,modere
NOKIA_BOX_034,-12.4,-11.28,-16.59,-17.04,-20.78,-19.68,-15.63,-20.18,-20.74,-13.31,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,0,NORMAL,NOKIA,-0.10111111111111112,-16.763,3.567604393863074,-20.78,-11.28,-13.31,-12.4,-20.302504611971624,-6.317495388028376,-28.0,145.29,faible
NOKIA_BOX_035,-19.34,-20.04,-20.76,-21.69,-21.73,-24.62,-24.16,-24.71,-26.25,-26.8,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,1,MACROBEND_OR_CONNECTOR,NOKIA,-0.828888888888889,-23.01,2.6331096951450137,-26.8,-19.34,-26.8,-19.34,-31.96089500248423,-21.639104997515773,-28.0,1.45,critique
NOKIA_BOX_036,-19.6,-19.64,-20.41,-22.11,-22.11,-23.44,-22.82,-25.91,-26.85,-27.24,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,1,MACROBEND_OR_CONNECTOR,NOKIA,-0.8488888888888886,-23.012999999999998,2.840860785043857,-27.24,-19.6,-27.24,-19.6,-32.808087138685956,-21.671912861314038,-28.0,0.9,critique
NOKIA_BOX_037,-18.4,-20.37,-20.99,-22.36,-23.11,-22.21,-24.07,-25.71,-25.55,-26.85,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,1,MACROBEND_OR_CONNECTOR,NOKIA,-0.9388888888888892,-22.962,2.6449608272671603,-26.85,-18.4,-26.85,-18.4,-32.034123221443636,-21.665876778556367,-28.0,1.22,critique
NOKIA_BOX_038,-28.48,-28.37,-27.41,-29.74,-27.2,-28.04,-30.1,-26.19,-27.38,-30.21,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,2,SEVERE_SIGNAL_LOSS,NOKIA,-0.19222222222222227,-28.311999999999994,1.348487218247833,-30.21,-26.19,-30.21,-28.48,-32.85303494776576,-27.56696505223425,-28.0,-11.5,critique
NOKIA_BOX_039,-18.83,-19.61,-22.09,-20.88,-22.91,-23.7,-23.41,-24.3,-26.41,-26.71,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,1,MACROBEND_OR_CONNECTOR,NOKIA,-0.8755555555555559,-22.884999999999998,2.62084909905168,-26.71,-18.83,-26.71,-18.83,-31.846864234141293,-21.57313576585871,-28.0,1.47,critique
NOKIA_BOX_040,-9.59,-11.21,-17.02,-15.1,-20.62,-19.07,-14.74,-12.76,-19.96,-20.32,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,0,NORMAL,NOKIA,-1.1922222222222223,-16.039,3.9870051417072445,-20.62,-9.59,-20.32,-9.59,-28.1345300777462,-12.505469922253802,-28.0,6.44,eleve
NOKIA_BOX_041,-24.31,-15.05,-16.74,-25.47,-14.94,-12.99,-24.51,-12.49,-13.83,-25.87,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,1,MACROBEND_OR_CONNECTOR,NOKIA,-0.1733333333333336,-18.62,5.662673102578557,-25.87,-12.49,-25.87,-24.31,-36.968839281053974,-14.77116071894603,-28.0,12.29,modere
NOKIA_BOX_042,-18.8,-19.45,-20.13,-20.82,-22.84,-24.46,-24.38,-25.14,-26.4,-27.21,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,1,MACROBEND_OR_CONNECTOR,NOKIA,-0.9344444444444444,-22.963,3.0026545662870454,-27.21,-18.8,-27.21,-18.8,-33.09520294992261,-21.324797050077393,-28.0,0.85,critique
NOKIA_BOX_043,-12.73,-14.47,-15.85,-20.48,-18.61,-20.38,-14.47,-15.37,-11.9,-19.21,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,0,NORMAL,NOKIA,-0.7200000000000001,-16.347,3.1228727871055595,-20.48,-11.9,-19.21,-12.73,-25.330830662726896,-13.089169337273105,-28.0,12.21,modere
NOKIA_BOX_044,-18.35,-20.24,-20.49,-21.86,-22.59,-23.64,-24.65,-25.66,-26.1,-27.1,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,1,MACROBEND_OR_CONNECTOR,NOKIA,-0.9722222222222222,-23.067999999999998,2.8594746992333326,-27.1,-18.35,-27.1,-18.35,-32.70457041049733,-21.49542958950267,-28.0,0.93,critique
NOKIA_BOX_045,-10.63,-15.36,-16.52,-16.46,-13.7,-21.6,-21.04,-11.7,-12.18,-20.78,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,0,NORMAL,NOKIA,-1.1277777777777778,-15.997,4.051211204346451,-21.6,-10.63,-20.78,-10.63,-28.720373960519044,-12.839626039480958,-28.0,6.4,eleve
NOKIA_BOX_046,-14.17,-12.08,-21.67,-21.14,-17.47,-18.01,-17.14,-13.11,-15.85,-19.83,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,0,NORMAL,NOKIA,-0.6288888888888887,-17.047000000000004,3.2806809929918175,-21.67,-12.08,-19.83,-14.17,-26.26013474626396,-13.399865253736035,-28.0,12.99,modere
NOKIA_BOX_047,-17.68,-17.14,-16.67,-14.09,-11.48,-12.3,-14.78,-11.55,-12.56,-14.04,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,0,NORMAL,NOKIA,0.4044444444444445,-14.229,2.3079834873277965,-17.68,-11.48,-14.04,-17.68,-18.563647635162482,-9.516352364837518,-28.0,,stable
NOKIA_BOX_048,-17.54,-21.03,-13.15,-21.95,-20.1,-17.2,-19.22,-19.76,-12.67,-15.79,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,0,NORMAL,NOKIA,0.19444444444444445,-17.840999999999998,3.1831795774386062,-21.95,-12.67,-15.79,-17.54,-22.029031971779666,-9.550968028220332,-28.0,,stable
NOKIA_BOX_049,-11.63,-13.64,-10.74,-18.14,-10.17,-21.74,-11.05,-21.49,-19.18,-18.73,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,0,NORMAL,NOKIA,-0.7888888888888889,-15.651,4.652837724323607,-21.74,-10.17,-18.73,-11.63,-27.84956193967427,-9.61043806032573,-28.0,11.75,modere
NOKIA_BOX_050,-25.21,-21.04,-17.09,-24.39,-19.77,-20.61,-26.86,-17.42,-16.95,-26.54,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,1,MACROBEND_OR_CONNECTOR,NOKIA,-0.1477777777777776,-21.588,3.9010477225142135,-26.86,-16.95,-26.54,-25.21,-34.18605353612786,-18.89394646387214,-28.0,9.88,modere
NOKIA_BOX_051,-22.53,-24.16,-22.32,-23.64,-23.58,-26.24,-22.63,-23.96,-21.57,-25.66,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,1,MACROBEND_OR_CONNECTOR,NOKIA,-0.3477777777777777,-23.628999999999998,1.4717748167131786,-26.24,-21.57,-25.66,-22.53,-28.54467864075783,-22.77532135924217,-28.0,6.73,eleve
NOKIA_BOX_052,-11.18,-18.67,-15.32,-17.73,-10.82,-19.85,-16.34,-13.39,-11.53,-17.32,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,0,NORMAL,NOKIA,-0.6822222222222223,-15.214999999999998,3.2991623516011193,-19.85,-10.82,-17.32,-11.18,-23.786358209138193,-10.853641790861808,-28.0,15.65,modere
NOKIA_BOX_053,-27.12,-14.21,-17.19,-22.9,-21.59,-20.61,-26.93,-16.39,-13.76,-25.87,2026-02-22 21:51:36,2026-02-23 03:51:36,2026-02-23 09:51:36,2026-02-23 15:51:36,2026-02-23 21:51:36,2026-02-24 03:51:36,2026-02-24 09:51:36,2026-02-24 15:51:36,2026-02-24 21:51:36,2026-02-25 03:51:36,1,MACROBEND_OR_CONNECTOR,NOKIA,0.1388888888888889,-20.657,5.0942212358710925,-27.12,-13.76,-25.87,-27.12,-35.854673622307345,-15.88532637769266,-28.0,,stable
