device_id,snr_T1,snr_T2,snr_T3,snr_T4,snr_T5,snr_T6,snr_T7,snr_T8,snr_T9,snr_T10,timestamp_T1,timestamp_T2,timestamp_T3,timestamp_T4,timestamp_T5,timestamp_T6,timestamp_T7,timestamp_T8,timestamp_T9,timestamp_T10,health_score,root_cause,slope,snr_mean,snr_std,snr_min,snr_max,snr_last,snr_first,ci_lower,ci_upper,snr_threshold,jours_avant_seuil,niveau_risque
IGD_108,19.09,20.52,18.94,23.66,22.72,20.56,21.15,22.56,15.29,20.9,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,0.20111111111111096,20.538999999999998,2.3873437121621177,15.29,23.66,20.9,19.09,16.220806324162247,25.57919367583775,6.0,,stable
IGD_109,7.12,5.92,4.18,6.85,7.47,6.58,6.8,4.3,3.92,4.46,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,2,High Interference / Noise,-0.29555555555555557,5.76,1.3922404006971403,3.92,7.47,4.46,7.12,1.731208814633605,7.188791185366394,6.0,-5.21,critique
IGD_110,22.09,21.88,23.73,18.48,18.17,21.96,22.8,24.63,13.69,25.66,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,0.3966666666666667,21.309,3.5794178608011418,13.69,25.66,25.66,22.09,18.64434099282976,32.67565900717024,6.0,,stable
IGD_111,20.08,18.17,15.2,14.32,11.52,10.51,10.67,11.51,6.09,4.64,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,2,Line degradation,-1.7155555555555553,12.271000000000003,4.851122321461063,4.64,20.08,4.64,20.08,-4.868199750063684,14.148199750063682,6.0,-0.79,critique
IGD_112,17.87,18.05,17.65,16.63,15.04,12.81,11.46,9.81,6.46,5.43,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,1,Line degradation,-1.3822222222222225,13.121,4.722220405228408,5.43,18.05,5.43,17.87,-3.8255519942476806,14.68555199424768,6.0,-0.41,critique
IGD_113,16.92,17.81,17.31,17.91,19.15,24.61,24.24,15.21,17.3,20.87,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,0.43888888888888883,19.133000000000003,3.150185356098554,15.21,24.61,20.87,16.92,14.695636702046835,27.04436329795317,6.0,,stable
IGD_114,21.55,19.06,18.17,15.82,11.65,12.12,8.77,8.99,7.11,6.59,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,1,Line degradation,-1.6622222222222223,12.982999999999999,5.342228103620353,6.59,21.55,6.59,21.55,-3.8807670830958916,17.06076708309589,6.0,0.35,critique
IGD_115,7.68,10.32,11.52,10.26,10.46,13.68,12.86,11.1,7.81,8.82,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,Crosstalk / Saturation,0.12666666666666673,10.450999999999999,1.9765539596873025,7.68,13.68,8.82,7.68,4.945954239012887,12.694045760987112,6.0,,stable
IGD_116,16.35,18.1,17.41,11.93,20.85,15.09,17.2,14.12,19.0,12.99,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,Configuration / Ports overload,-0.37333333333333346,16.304000000000002,2.7798169404157216,11.93,20.85,12.99,16.35,7.541558796785186,18.438441203214815,6.0,18.72,modere
IGD_117,21.03,18.03,20.6,15.0,13.93,13.61,9.11,9.0,7.63,5.27,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,1,Line degradation,-1.7511111111111113,13.321000000000002,5.4921184943112396,5.27,21.03,5.27,21.03,-5.494552248850029,16.034552248850027,6.0,-0.42,critique
IGD_118,4.01,5.69,4.96,4.57,4.13,6.93,7.78,4.8,1.4,5.26,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,2,High Interference / Noise,0.1388888888888889,4.952999999999999,1.7287892359169241,1.4,7.78,5.26,4.01,1.8715730976028286,8.648426902397171,6.0,,stable
IGD_119,17.27,18.08,24.15,23.53,22.45,21.7,23.54,16.91,22.53,20.96,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,0.41000000000000014,21.112000000000002,2.7233957561185345,16.91,24.15,20.96,17.27,15.622144318007674,26.297855681992328,6.0,,stable
IGD_120,18.52,18.1,16.1,15.94,16.39,12.18,9.63,10.17,8.77,5.78,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,1,Line degradation,-1.4155555555555555,13.158000000000001,4.422618128564924,5.78,18.52,5.78,18.52,-2.8883315319872507,14.44833153198725,6.0,-0.16,critique
IGD_121,19.37,18.01,15.9,15.46,14.54,11.62,10.26,8.69,6.93,5.07,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,1,Line degradation,-1.588888888888889,12.584999999999999,4.813243881901962,5.07,19.37,5.07,19.37,-4.363958008527845,14.503958008527846,6.0,-0.59,critique
IGD_122,16.05,17.99,12.84,19.95,20.13,20.03,17.17,16.35,20.73,15.56,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,Configuration / Ports overload,-0.05444444444444447,17.68,2.5534812837901644,12.84,20.73,15.56,16.05,10.555176683771279,20.564823316228722,6.0,175.59,faible
IGD_123,4.59,5.98,5.77,7.16,6.9,8.06,5.62,5.4,4.62,2.16,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,2,High Interference / Noise,-0.26999999999999996,5.6259999999999994,1.639655790436246,2.16,8.06,2.16,4.59,-1.0537253492550422,5.373725349255043,6.0,-14.22,critique
IGD_124,22.51,22.68,21.14,25.43,22.49,16.6,23.56,18.84,23.07,24.01,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,0.16666666666666666,22.032999999999998,2.586727018196289,16.6,25.43,24.01,22.51,18.940015044335276,29.079984955664727,6.0,,stable
IGD_125,18.56,22.78,18.63,17.16,17.72,19.32,23.3,22.04,18.81,17.51,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,-0.11666666666666635,19.583,2.2689745603588327,17.16,23.3,17.51,18.56,13.062809861696689,21.957190138303314,6.0,98.66,faible
IGD_126,17.56,16.76,18.44,21.4,24.55,24.16,21.47,22.87,20.44,25.01,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,0.8277777777777781,21.266,2.953657619517424,16.76,25.01,25.01,17.56,19.220831065745852,30.79916893425415,6.0,,stable
IGD_127,20.51,17.02,18.82,16.19,13.82,14.45,10.57,9.72,5.63,6.5,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,1,Line degradation,-1.5566666666666669,13.323000000000002,5.072483612590582,5.63,20.51,6.5,20.51,-3.4420678806775395,16.44206788067754,6.0,0.32,critique
IGD_128,17.39,15.07,15.53,19.66,12.3,17.92,19.83,20.17,12.71,17.87,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,Configuration / Ports overload,0.05333333333333338,16.845000000000002,2.8485561644844255,12.3,20.17,17.87,17.39,12.286829917610527,23.453170082389477,6.0,,stable
IGD_129,6.19,5.2,5.74,5.89,7.48,5.5,3.39,4.38,2.21,7.23,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,2,High Interference / Noise,0.11555555555555556,5.321000000000001,1.629563336193677,2.21,7.48,7.23,6.19,4.036055861060394,10.423944138939607,6.0,,stable
IGD_130,19.81,17.27,17.4,21.17,18.66,19.26,18.66,20.35,20.71,17.97,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,-0.20444444444444443,19.126,1.3689184700988515,17.27,21.17,17.97,19.81,15.28691979860625,20.65308020139375,6.0,58.55,faible
IGD_131,21.28,18.34,16.79,14.93,14.03,10.81,12.47,8.88,7.17,6.03,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,2,Line degradation,-1.6944444444444444,13.072999999999999,4.953021636671228,6.03,21.28,6.03,21.28,-3.6779224078756068,15.737922407875608,6.0,0.02,critique
IGD_132,20.79,18.78,22.37,19.3,23.4,24.57,24.96,21.31,17.79,16.52,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,-0.4744444444444444,20.979,2.87502830903937,16.52,24.96,16.52,20.79,10.884944514282834,22.155055485717163,6.0,22.17,modere
IGD_133,19.29,17.28,17.18,16.17,14.85,11.77,11.22,10.34,8.84,5.27,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,2,Line degradation,-1.5577777777777777,13.221,4.436631479950627,5.27,19.29,5.27,19.29,-3.42579770070323,13.965797700703229,6.0,-0.47,critique
IGD_134,2.88,5.71,5.02,1.7,8.96,5.01,5.43,6.93,3.99,3.92,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,2,High Interference / Noise,0.11555555555555556,4.955,2.045228865215605,1.7,8.96,3.92,2.88,-0.08864857582258612,7.928648575822586,6.0,,stable
IGD_135,21.72,15.27,18.79,16.83,15.72,14.89,23.12,18.04,23.16,23.92,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,0.24444444444444477,19.145999999999997,3.5419649286173853,14.89,23.92,23.92,21.72,16.977748739909927,30.862251260090076,6.0,,stable
IGD_136,20.1,17.83,14.37,16.92,17.66,16.92,15.12,23.09,16.35,21.67,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,1,Configuration / Ports overload,0.17444444444444449,18.002999999999997,2.7979756571095784,14.37,23.09,21.67,20.1,16.185967712065228,27.154032287934776,6.0,,stable
IGD_137,22.57,21.68,22.54,24.67,16.4,18.68,23.0,22.62,19.7,22.09,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,-0.05333333333333338,21.395,2.4324758763220844,16.4,24.67,22.09,22.57,17.322347282408714,26.857652717591286,6.0,301.69,faible
IGD_138,18.32,13.7,21.19,21.5,17.56,16.72,15.72,23.56,16.36,22.59,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,0.4744444444444444,18.722,3.2915271700399362,13.7,23.56,22.59,18.32,16.138606746721724,29.041393253278276,6.0,,stable
IGD_139,18.79,21.63,14.92,15.08,14.24,9.81,9.93,8.93,8.31,6.51,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,2,Line degradation,-1.3644444444444443,12.815000000000001,4.915861515995385,6.51,21.63,6.51,18.79,-3.125088571350954,16.145088571350954,6.0,0.37,critique
IGD_140,19.66,21.52,16.0,14.58,11.66,11.12,11.68,7.27,4.73,6.26,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,1,Line degradation,-1.488888888888889,12.448,5.568973174852095,4.73,21.52,6.26,19.66,-4.655187422710107,17.175187422710106,6.0,0.17,critique
IGD_141,17.78,21.14,17.26,14.09,21.72,16.97,18.26,20.65,22.68,22.2,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,0.4911111111111109,19.275,2.809097324369125,14.09,22.68,22.2,17.78,16.694169244236516,27.705830755763483,6.0,,stable
IGD_142,9.16,11.49,13.95,11.34,5.64,9.36,12.43,9.2,8.01,11.06,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,Crosstalk / Saturation,0.21111111111111114,10.164000000000001,2.3828703513013694,5.64,13.95,11.06,9.16,6.389574111449317,15.730425888550684,6.0,,stable
IGD_143,20.02,20.3,19.02,15.04,20.4,16.77,14.88,12.31,14.87,19.65,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,1,Configuration / Ports overload,-0.04111111111111122,17.326,2.916094039026252,12.31,20.4,19.65,20.02,13.934455683508546,25.36554431649145,6.0,332.03,faible
IGD_144,22.19,19.25,18.51,21.52,21.45,21.79,22.53,24.44,16.81,17.25,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,-0.548888888888889,20.574,2.4889542650143928,16.81,24.44,17.25,22.19,12.371649640571789,22.12835035942821,6.0,20.5,modere
IGD_145,21.29,16.19,23.0,17.44,23.24,15.0,17.26,21.95,17.72,24.16,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,0.318888888888889,19.724999999999998,3.3381506856341874,15.0,24.16,24.16,21.29,17.617224656156992,30.702775343843008,6.0,,stable
IGD_146,21.81,20.96,16.22,24.73,23.36,16.76,28.29,19.2,15.81,17.34,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,-0.49666666666666653,20.448,4.145076865659093,15.81,28.29,17.34,21.81,9.215649343308177,25.46435065669182,6.0,22.83,modere
IGD_147,15.86,19.95,23.48,18.97,18.59,17.05,22.95,17.77,23.45,21.5,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,0.6266666666666667,19.957,2.765128287158562,15.86,23.48,21.5,15.86,16.080348557169216,26.919651442830784,6.0,,stable
IGD_148,13.67,12.8,19.97,15.47,19.54,19.79,20.44,20.3,21.43,17.76,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,1,Configuration / Ports overload,0.45444444444444465,18.116999999999997,3.0654999592236174,12.8,21.43,17.76,13.67,11.751620079921711,23.768379920078292,6.0,,stable
IGD_149,5.73,9.54,4.5,3.76,5.38,5.16,1.56,7.03,2.78,7.6,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,2,High Interference / Noise,0.2077777777777777,5.304,2.3527959726438006,1.56,9.54,7.6,5.73,2.9885198936181503,12.211480106381849,6.0,,stable
IGD_150,20.5,19.82,17.5,14.27,13.73,11.49,9.25,8.92,7.73,5.95,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,1,Line degradation,-1.6166666666666667,12.916,5.11590157146215,5.95,20.5,5.95,20.5,-4.077167080065814,15.977167080065815,6.0,-0.03,critique
IGD_151,20.35,19.69,17.24,16.5,14.87,11.77,12.49,9.91,6.88,5.66,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,1,Line degradation,-1.6322222222222225,13.535999999999998,5.080258523605533,5.66,20.35,5.66,20.35,-4.297306706266845,15.617306706266845,6.0,-0.21,critique
IGD_152,4.55,2.13,3.64,8.29,6.72,6.66,4.69,7.63,2.7,4.71,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,2,High Interference / Noise,0.017777777777777795,5.172000000000001,2.0794860476142225,2.13,8.29,4.71,4.55,0.6342073466761242,8.785792653323876,6.0,,stable
IGD_153,20.23,18.37,16.64,17.16,14.75,11.86,11.66,7.27,9.22,3.99,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,1,Line degradation,-1.8044444444444447,13.115,5.22804244223187,3.99,20.23,3.99,20.23,-6.256963186774465,14.236963186774465,6.0,-1.11,critique
IGD_154,22.98,20.63,18.27,19.89,18.1,22.11,21.96,25.43,22.01,16.08,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,-0.7666666666666669,20.746,2.7388610771632798,16.08,25.43,16.08,22.98,10.71183228875997,21.448167711240025,6.0,13.15,modere
IGD_155,19.59,23.96,21.81,20.47,17.48,18.81,23.01,24.65,25.35,19.72,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,0.014444444444444334,21.485,2.6759100217392304,17.48,25.35,19.72,19.59,14.475216357391108,24.96478364260889,6.0,,stable
IGD_156,19.76,18.43,16.22,13.0,13.29,9.26,6.83,9.18,7.58,6.49,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,1,Line degradation,-1.4744444444444447,12.004,4.877615993267385,6.49,19.76,6.49,19.76,-3.0701273468040746,16.050127346804075,6.0,0.33,critique
IGD_157,22.21,22.15,22.87,17.6,24.51,25.65,20.85,15.66,24.09,21.63,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,NORMAL,-0.06444444444444465,21.722,3.074200166981107,15.66,25.65,21.63,22.21,15.604567672717028,27.65543232728297,6.0,242.53,faible
IGD_158,8.63,8.35,9.11,7.76,9.06,13.59,10.26,16.02,10.19,11.46,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,0,Crosstalk / Saturation,0.31444444444444447,10.443000000000001,2.5968786819735894,7.76,16.02,11.46,8.63,6.370117783331766,16.549882216668237,6.0,,stable
IGD_159,19.8,18.81,18.28,15.72,13.12,11.32,11.37,9.55,8.31,6.14,2026-02-22 21:21:37,2026-02-23 03:21:37,2026-02-23 09:21:37,2026-02-23 15:21:37,2026-02-23 21:21:37,2026-02-24 03:21:37,2026-02-24 09:21:37,2026-02-24 15:21:37,2026-02-24 21:21:37,2026-02-25 03:21:37,2,Line degradation,-1.517777777777778,13.242,4.727451274794438,6.14,19.8,6.14,19.8,-3.125804498597099,15.4058044985971,6.0,0.09,critique
IGD_160,5.05,6.72,6.3,6.02,8.64,7.44,5.11,4.85,6.44,6.22,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,2,High Interference / Noise,0.13,6.279,1.1610670379726862,4.85,8.64,6.22,5.05,3.944308605573535,8.495691394426466,6.0,,stable
IGD_161,22.17,19.4,17.94,16.29,18.24,26.55,23.81,22.35,19.66,18.92,2026-02-22 21:21:38,2026-02-23 03:21:38,2026-02-23 09:21:38,2026-02-23 15:21:38,2026-02-23 21:21:38,2026-02-24 03:21:38,2026-02-24 09:21:38,2026-02-24 15:21:38,2026-02-24 21:21:38,2026-02-25 03:21:38,0,NORMAL,-0.3611111111111111,20.532999999999998,3.1190527408173145,16.29,26.55,18.92,22.17,12.806656627998066,25.033343372001937,6.0,35.78,faible
